elapsed_ms,frame,scene,event,ms
7762.6443,192,18,Resident previous RenderMeshes calls,2
7783.2285,193,18,Resident previous build elapsed sum ms,7.1328
7783.2324,193,18,Resident previous sort elapsed sum ms,6.7335
7783.2345,193,18,Resident previous RenderMeshes elapsed sum ms,4.3715
7783.2367,193,18,Resident previous RenderMeshes max pass ms,2.1989
7783.2388,193,18,Resident previous RenderMeshes calls,2
7803.9802,194,18,Resident previous build elapsed sum ms,7.5481
7803.9843,194,18,Resident previous sort elapsed sum ms,7.3343
7804.028,194,18,Resident previous RenderMeshes elapsed sum ms,4.4513
7804.0308,194,18,Resident previous RenderMeshes max pass ms,2.2427
7804.033,194,18,Resident previous RenderMeshes calls,2
7825.0636,195,18,Resident previous build elapsed sum ms,7.3432
7825.0678,195,18,Resident previous sort elapsed sum ms,6.6018
7825.0701,195,18,Resident previous RenderMeshes elapsed sum ms,4.16
7825.0725,195,18,Resident previous RenderMeshes max pass ms,2.0817
7825.0746,195,18,Resident previous RenderMeshes calls,2
7845.1846,196,18,Resident previous build elapsed sum ms,6.4291
7845.1899,196,18,Resident previous sort elapsed sum ms,6.8568
7845.1921,196,18,Resident previous RenderMeshes elapsed sum ms,4.3985
7845.1944,196,18,Resident previous RenderMeshes max pass ms,2.2007
7845.1966,196,18,Resident previous RenderMeshes calls,2
7868.0041,197,18,Resident previous build elapsed sum ms,6.4676
